evidence_level,model,solver,schedule,source_schedule_guidance_scale,source_schedule_seed,nfe,guidance_scale,seed,prompt_asset,prompt_index,prompt,image_path,schedule_dir,clip_score,image_reward
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,18,a surreal desert filled with floating glass spheres and distant black mountains,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000018.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,28.705137,-0.199634
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,19,a documentary photo of a scientist collecting ice cores in Antarctica,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000019.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,26.579697,-0.308093
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,20,a detailed 3D render of a mechanical hummingbird with copper wings,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000020.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,34.722572,0.830406
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,21,"a cozy cafe interior in autumn, pastries, espresso machine, soft morning light",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000021.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,25.973022,-1.448366
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,22,"a panoramic view of terraced rice fields under mist, workers in colorful clothing",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000022.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,28.516302,-0.904438
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,23,a children's book illustration of a moonlit boat parade on a quiet canal,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000023.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,22.551754,-0.757764
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,24,"a realistic sports car parked in a concrete tunnel, reflections, low angle",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000024.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,25.036474,0.380004
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,25,"a botanical diagram of rare orchids with labeled roots and petals, archival paper",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000025.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.679789,0.725642
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,26,"a cyberpunk street food stall with steam, lanterns, and dense urban signage",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000026.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,23.748177,-1.140667
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,27,"a still life of glass fruit bowls, linen cloth, and silver cutlery, natural light",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000027.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.355680,0.735454
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,28,a heroic statue covered in vines in an abandoned futuristic plaza,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000028.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.635584,0.073151
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,29,a black and white film photograph of dancers rehearsing in a mirror-lined studio,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000029.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.835453,0.558925
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,30,"a detailed scene of a spacecraft cockpit during reentry, glowing controls, tense mood",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000030.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,24.928083,-1.777318
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,31,a claymation style village bakery with tiny loaves and painted signs,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000031.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.729412,-0.907435
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,32,a realistic underwater photograph of a diver inspecting an ancient marble column,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000032.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,28.006264,1.089499
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,33,"a minimalist poster of a jazz quartet in deep red, cream, and black",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000033.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.354809,-0.846893
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,34,a high detail portrait of a queen wearing armor made of mother of pearl,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000034.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,23.564772,0.698613
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,35,"a top-down board game map of an island with forests, cliffs, and hidden ruins",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000035.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,23.227585,-1.607707
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,36,"a luxury watch exploded view on a dark background, precise gears and screws",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000036.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,33.609207,0.885887
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,37,"a sunlit greenhouse filled with tomatoes, watering cans, and terracotta pots",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000037.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.776575,-0.796702
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,38,a night landscape of fireflies over a meadow beside a quiet river,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000038.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,27.218346,-1.276959
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,39,a realistic photo of a rescue helicopter landing on a snowy mountain ridge,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000039.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,35.833271,0.372599
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,40,a concept art scene of a floating research station above Jupiter's clouds,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000040.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,26.250025,0.148690
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,41,a detailed pencil drawing of an old bicycle leaning against a brick wall,outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000041.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,32.874126,0.578032
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,42,"a museum diorama of prehistoric sea creatures, dramatic educational lighting",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000042.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,30.951202,0.000774
actual_sd15_reuse_cfg7p5_seed0_schedule,stable_diffusion_15,euler,D-GPDE-reuse-cfg7p5-seed0,7.5,0,10,5,0,diffusers_ablation_prompts,43,"a peaceful Japanese garden with koi pond, stone bridge, and maple leaves",outputs/gpde_diffusers_sd15_reuse_cfg7p5_seed0_schedule/samples/diffusers/stable_diffusion_15/euler/D-GPDE-reuse-cfg7p5-seed0/cfg_5/seed_000/nfe_010/000043.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_7.5/seed_0/nfe_010,25.828861,-0.884162
