backend,model_asset,solver,schedule,nfe,seed,guidance_scale,prompt_index,prompt,image_path,schedule_dir,output_dir,clip_score,image_reward
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,18,a surreal desert filled with floating glass spheres and distant black mountains,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000018.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,27.07716178894043,-0.8070079684257507
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,19,a documentary photo of a scientist collecting ice cores in Antarctica,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000019.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,30.289878845214844,-0.08111688494682312
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,20,a detailed 3D render of a mechanical hummingbird with copper wings,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000020.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,35.65491485595703,1.4693450927734375
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,21,"a cozy cafe interior in autumn, pastries, espresso machine, soft morning light",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000021.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,26.34972381591797,-0.5467718243598938
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,22,"a panoramic view of terraced rice fields under mist, workers in colorful clothing",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000022.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,28.953243255615234,-0.7585408091545105
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,23,a children's book illustration of a moonlit boat parade on a quiet canal,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000023.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,32.209442138671875,0.22805407643318176
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,24,"a realistic sports car parked in a concrete tunnel, reflections, low angle",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000024.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,28.28669548034668,0.7200250029563904
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,25,"a botanical diagram of rare orchids with labeled roots and petals, archival paper",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000025.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,29.076824188232422,1.037718415260315
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,26,"a cyberpunk street food stall with steam, lanterns, and dense urban signage",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000026.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,24.94149398803711,-0.9648997187614441
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,27,"a still life of glass fruit bowls, linen cloth, and silver cutlery, natural light",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000027.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,30.182086944580078,0.3780325651168823
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,28,a heroic statue covered in vines in an abandoned futuristic plaza,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000028.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,31.961158752441406,-0.1409284919500351
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,29,a black and white film photograph of dancers rehearsing in a mirror-lined studio,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000029.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,32.420169830322266,0.6699371337890625
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,30,"a detailed scene of a spacecraft cockpit during reentry, glowing controls, tense mood",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000030.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,28.5071964263916,-1.6945312023162842
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,31,a claymation style village bakery with tiny loaves and painted signs,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000031.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,33.345943450927734,0.1335180401802063
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,32,a realistic underwater photograph of a diver inspecting an ancient marble column,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000032.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,30.154497146606445,1.4992061853408813
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,33,"a minimalist poster of a jazz quartet in deep red, cream, and black",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000033.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,27.388065338134766,-1.377946138381958
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,34,a high detail portrait of a queen wearing armor made of mother of pearl,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000034.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,21.77158546447754,0.6325130462646484
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,35,"a top-down board game map of an island with forests, cliffs, and hidden ruins",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000035.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,29.04207420349121,-0.7555484175682068
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,36,"a luxury watch exploded view on a dark background, precise gears and screws",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000036.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,30.991870880126953,0.8770367503166199
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,37,"a sunlit greenhouse filled with tomatoes, watering cans, and terracotta pots",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000037.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,27.57393455505371,-0.4969486594200134
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,38,a night landscape of fireflies over a meadow beside a quiet river,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000038.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,26.00625228881836,-0.750271201133728
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,39,a realistic photo of a rescue helicopter landing on a snowy mountain ridge,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000039.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,34.70041275024414,0.9707962870597839
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,40,a concept art scene of a floating research station above Jupiter's clouds,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000040.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,25.814897537231445,0.07276643812656403
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,41,a detailed pencil drawing of an old bicycle leaning against a brick wall,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000041.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,33.969810485839844,1.0759984254837036
diffusers,hf_stable_diffusion_15,euler,GPDE,10,0,10.0,42,"a museum diorama of prehistoric sea creatures, dramatic educational lighting",outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010/000042.jpg,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/stable_diffusion_15/euler/cfg_10/seed_0/nfe_010,outputs/gpde_diffusers_sd15_nfe10_cfg_seed_sweep/samples/diffusers/stable_diffusion_15/euler/cfg_10/GPDE/seed_000/nfe_010,32.61083221435547,0.3759046792984009
