backend,model_asset,solver,schedule,nfe,seed,guidance_scale,prompt_index,prompt,image_path,schedule_dir,output_dir,clip_score,image_reward
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,24,"a realistic sports car parked in a concrete tunnel, reflections, low angle",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000024.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,25.14431381225586,1.6594985723495483
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,25,"a botanical diagram of rare orchids with labeled roots and petals, archival paper",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000025.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,29.34184455871582,0.3086642920970917
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,26,"a cyberpunk street food stall with steam, lanterns, and dense urban signage",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000026.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,32.379215240478516,1.4909549951553345
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,27,"a still life of glass fruit bowls, linen cloth, and silver cutlery, natural light",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000027.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,31.677776336669922,0.881692111492157
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,28,a heroic statue covered in vines in an abandoned futuristic plaza,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000028.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,35.401573181152344,0.9918453693389893
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,29,a black and white film photograph of dancers rehearsing in a mirror-lined studio,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000029.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,28.65590476989746,0.6812924742698669
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,30,"a detailed scene of a spacecraft cockpit during reentry, glowing controls, tense mood",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000030.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,26.382389068603516,0.7022054195404053
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,31,a claymation style village bakery with tiny loaves and painted signs,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000031.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,35.64542007446289,1.2297511100769043
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,32,a realistic underwater photograph of a diver inspecting an ancient marble column,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000032.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,31.173479080200195,0.7826063632965088
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,33,"a minimalist poster of a jazz quartet in deep red, cream, and black",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000033.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,31.25680923461914,1.1953061819076538
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,34,a high detail portrait of a queen wearing armor made of mother of pearl,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000034.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,28.98237419128418,1.7600712776184082
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,35,"a top-down board game map of an island with forests, cliffs, and hidden ruins",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000035.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,23.895355224609375,-0.4256001114845276
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,36,"a luxury watch exploded view on a dark background, precise gears and screws",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000036.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,32.098121643066406,0.11971109360456467
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,37,"a sunlit greenhouse filled with tomatoes, watering cans, and terracotta pots",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000037.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,32.82709503173828,0.9889909029006958
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,38,a night landscape of fireflies over a meadow beside a quiet river,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000038.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,31.509309768676758,1.4302237033843994
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,39,a realistic photo of a rescue helicopter landing on a snowy mountain ridge,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000039.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,33.163047790527344,0.9931978583335876
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,40,a concept art scene of a floating research station above Jupiter's clouds,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000040.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,29.112417221069336,1.437142014503479
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,41,a detailed pencil drawing of an old bicycle leaning against a brick wall,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000041.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,36.31230545043945,0.922404944896698
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,42,"a museum diorama of prehistoric sea creatures, dramatic educational lighting",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000042.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,30.54691505432129,0.30604133009910583
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,43,"a peaceful Japanese garden with koi pond, stone bridge, and maple leaves",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000043.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,27.898090362548828,0.8995165228843689
diffusers,hf_sdxl_base_10,euler,GPDE,10,0,5.0,44,"a close-up food photograph of ramen with soft egg, steam, and ceramic bowl",outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010/000044.jpg,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/schedules/GPDE/diffusers/sdxl/euler/cfg_5/seed_0/nfe_010,outputs/gpde_diffusers_sdxl_nfe10_cfg_seed_sweep/samples/diffusers/sdxl/euler/cfg_5/GPDE/seed_000/nfe_010,32.22972869873047,-0.21844527125358582
